public_space_id,osm_id,place_type,name,source_layer,nearest_crossing_id,nearest_crossing_m,crossing_within_100m,crossing_within_150m,route_nearest_crossing_id,route_nearest_crossing_m,route_vs_straight_ratio,nearest_major_road_class,nearest_major_road_m,major_road_within_150m,signals_within_50m,traffic_calming_within_100m,base_risk_score,public_space_review_priority_score,public_space_access_flags,data_quality_flags,review_wording,geometry_wkt,lon,lat
gen_0337,2504492814,playground,,gis_osm_pois_free_1,cross_0036,246.7,False,False,cross_0036,292.2,1.18,tertiary,54.1,True,0,0,60,80,"[""major_road_within_150m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190419.696657 677177.504998),34.896528099511066,32.18773180063091
gen_0322,886639227,park,,gis_osm_landuse_a_free_1,cross_0036,245.9,False,False,cross_0036,291.8,1.19,tertiary,54.6,True,0,0,60,80,"[""major_road_within_150m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190419.991131 677178.48553),34.896531192399216,32.18774065037151
gen_0319,877925343,park,גן דלפט,gis_osm_landuse_a_free_1,cross_0066,203.7,False,False,cross_0066,281.8,1.38,tertiary,90.1,True,0,0,60,80,"[""major_road_within_150m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191750.281626 675274.384841),34.91069294149214,32.17060355214904
gen_0245,161743315,park,,gis_osm_landuse_a_free_1,cross_0034,186.0,False,False,cross_0036,268.1,1.41,secondary,86.8,True,0,0,60,80,"[""major_road_within_150m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190446.783245 677331.618792),34.89681065639881,32.18912225086017
gen_0234,129490167,park,,gis_osm_landuse_a_free_1,cross_0155,166.3,False,False,cross_0155,245.3,1.48,tertiary,99.4,True,0,0,75,75,"[""major_road_within_150m"", ""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190814.634131 675630.531425),34.90076238124441,32.173791765541914
gen_0295,404613901,park,,gis_osm_landuse_a_free_1,cross_0026,212.2,False,False,cross_0026,242.3,1.14,tertiary,25.1,True,0,0,75,75,"[""major_road_within_150m"", ""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193693.635612 676142.894394),34.9312733967903,32.17848170241514
gen_0316,84532036,park,,gis_osm_landuse_a_free_1,cross_0031,187.2,False,False,cross_0031,239.7,1.28,tertiary,31.2,True,0,0,75,75,"[""major_road_within_150m"", ""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193671.706868 676859.260457),34.93102158110441,32.18494119831475
gen_0273,232411206,park,,gis_osm_landuse_a_free_1,cross_0154,150.8,False,False,cross_0154,213.0,1.41,tertiary,144.5,True,0,0,75,75,"[""major_road_within_150m"", ""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190627.359642 675638.495445),34.89877655484321,32.17385880163331
gen_0356,844599673,playground,,gis_osm_pois_a_free_1,cross_0026,189.4,False,False,cross_0026,207.3,1.09,tertiary,106.1,True,0,0,75,75,"[""major_road_within_150m"", ""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193848.952218 676338.593228),34.932915001312175,32.180250008210756
gen_0279,235475122,park,,gis_osm_landuse_a_free_1,cross_0194,162.6,False,False,cross_0194,204.4,1.26,tertiary,123.9,True,0,0,75,75,"[""major_road_within_150m"", ""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191816.709383 676313.884635),34.91136720587435,32.179979110658316
gen_0263,232410359,park,גן נפגעי הטרור,gis_osm_landuse_a_free_1,cross_0133,157.6,False,False,cross_0133,199.2,1.26,tertiary,47.7,True,0,0,75,75,"[""major_road_within_150m"", ""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190914.459572 676309.140027),34.90180054944474,32.17991380173835
gen_0324,1060270914,playground,,gis_osm_pois_a_free_1,cross_0162,151.4,False,False,cross_0162,180.3,1.19,secondary,145.8,True,0,0,75,75,"[""major_road_within_150m"", ""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191874.034834 675548.262935),34.91199710603995,32.173076350665895
gen_0308,643162744,park,,gis_osm_landuse_a_free_1,cross_0191,776.3,False,False,cross_0191,1010.6,1.30,tertiary,405.5,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190562.024034 678257.256498),34.89800474085611,32.19747233115616
gen_0361,947566330,playground,,gis_osm_pois_a_free_1,cross_0191,769.2,False,False,cross_0191,994.7,1.29,tertiary,391.9,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190567.135524 678243.170641),34.89805937527115,32.19734544067294
gen_0248,228769862,park,גן הברון מנשה,gis_osm_landuse_a_free_1,cross_0191,673.0,False,False,cross_0191,992.5,1.47,tertiary,249.3,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190572.298973 678098.791772),34.898118496323335,32.19604361006228
gen_0318,866648871,park,,gis_osm_landuse_a_free_1,cross_0191,607.5,False,False,cross_0191,794.5,1.31,tertiary,334.7,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190408.094278 678164.141778),34.896375099980176,32.19662868628705
gen_0341,3507078393,playground,,gis_osm_pois_free_1,cross_0191,505.0,False,False,cross_0191,714.4,1.41,tertiary,354.2,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190293.576432 678115.512694),34.89516209951174,32.19618720062993
gen_0305,643162731,park,,gis_osm_landuse_a_free_1,cross_0191,523.8,False,False,cross_0191,693.0,1.32,tertiary,340.9,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190321.159128 678121.359531),34.89545443968741,32.196240640516564
gen_0281,235957072,park,גן אברהם קרן,gis_osm_landuse_a_free_1,cross_0202,464.5,False,False,cross_0105,677.6,1.38,tertiary,331.4,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190051.073542 676616.283765),34.892636411016085,32.18266130210101
gen_0317,866648870,park,,gis_osm_landuse_a_free_1,cross_0191,500.0,False,False,cross_0191,675.6,1.35,tertiary,227.1,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190395.656818 678035.139556),34.89624711880867,32.19546506354813
gen_0343,3750130877,playground,,gis_osm_pois_free_1,cross_0191,527.0,False,False,cross_0191,670.4,1.27,tertiary,314.6,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190095.512929 678197.23589),34.893059099511866,32.196919000629705
gen_0311,643163143,park,,gis_osm_landuse_a_free_1,cross_0191,544.6,False,False,cross_0191,634.5,1.17,tertiary,432.7,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190217.144561 678190.97385),34.89434922149315,32.19686570071069
gen_0300,641701618,park,,gis_osm_landuse_a_free_1,cross_0202,464.4,False,False,cross_0202,626.7,1.35,tertiary,168.6,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190005.095335 676846.217307),34.89214180054828,32.18473357101774
gen_0351,6053183513,playground,,gis_osm_pois_free_1,cross_0191,492.9,False,False,cross_0191,587.1,1.19,tertiary,282.7,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190060.464459 678164.812436),34.892688399511854,32.19662570062974
gen_0309,643163141,park,,gis_osm_landuse_a_free_1,cross_0191,495.8,False,False,cross_0191,585.2,1.18,tertiary,428.2,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190214.015804 678140.568476),34.894317581829306,32.19641107969897
gen_0352,6053183520,playground,,gis_osm_pois_free_1,cross_0191,464.6,False,False,cross_0191,582.3,1.25,tertiary,283.9,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190059.60005 678136.603699),34.89268009951183,32.196371300629785
gen_0306,643162734,park,,gis_osm_landuse_a_free_1,cross_0191,475.0,False,False,cross_0191,577.5,1.22,tertiary,278.8,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190055.278548 678147.00695),34.892633949434334,32.19646500086295
gen_0310,643163142,park,,gis_osm_landuse_a_free_1,cross_0191,416.4,False,False,cross_0191,566.4,1.36,tertiary,368.9,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190221.040471 678052.590359),34.894394769365555,32.19561790353452
gen_0286,295023672,park,,gis_osm_landuse_a_free_1,cross_0102,292.7,False,False,cross_0101,541.7,1.74,primary,276.6,False,0,0,50,70,"[""high_network_detour_ratio"", ""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190179.613128 676483.544682),34.894003450568796,32.181467652474296
gen_0228,129437647,park,,gis_osm_landuse_a_free_1,cross_0016,278.8,False,False,cross_0151,407.3,1.28,primary,284.2,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190137.455161 675602.459583),34.89358342140677,32.17352118561578
gen_0357,856901180,playground,,gis_osm_pois_a_free_1,cross_0016,247.0,False,False,cross_0151,357.0,1.22,primary,252.8,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190128.426821 675637.897876),34.893486612643784,32.173840522815944
gen_0339,2561216877,playground,,gis_osm_pois_free_1,cross_0191,233.8,False,False,cross_0191,313.8,1.34,tertiary,210.1,False,0,0,50,70,"[""nearest_crossing_near_major_road_without_signal_within_50m"", ""no_mapped_crossing_within_100m"", ""no_mapped_crossing_within_150m"", ""no_mapped_signal_within_50m"", ""no_mapped_traffic_calming_within_100m_weak_indicator"", ""route_nearest_crossing_over_250m""]","[""cycleway_class_included_as_proxy_may_overestimate_walk_access"", ""motorway_trunk_track_classes_excluded_from_walk_proxy"", ""nearby_lit_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearest_crossing_detail_tags_missing"", ""pilot_boundary_osm_geofabrik_not_official"", ""route_network_proxy_from_osm_roads_not_verified_walk_route""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190128.144999 677893.038962),34.89341449951165,32.19417670063004
