generator_id,osm_id,generator_type,name,source_layer,nearest_crossing_id,nearest_crossing_m,crossing_within_100m,crossing_within_150m,nearest_major_road_id,nearest_major_road_class,nearest_major_road_m,major_road_within_150m,signals_within_50m,nearest_crossing_signals_within_50m,nearest_crossing_major_road_m,traffic_calming_within_100m,sidewalk_no_roads_within_50m,lit_no_roads_within_50m,risk_score,risk_flags,data_quality_flags,review_wording,geometry_wkt,lon,lat
gen_0016,1802987238,bus_stop,אזור תעשיה סנטרל פארק 2000,gis_osm_transport_free_1,cross_0337,889.9,False,False,road_01172,tertiary,5.8,True,0,4,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194153.912865 674204.369089),34.93620499950778,32.16101100063611
gen_0017,1802987264,bus_stop,אזור תעשיה סנטרל פארק 2000,gis_osm_transport_free_1,cross_0337,809.9,False,False,road_01172,tertiary,4.9,True,0,4,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194075.314617 674233.508098),34.935370999507825,32.161272000636025
gen_0018,1802987268,bus_stop,אזור תעשיה סנטרל פארק 2000,gis_osm_transport_free_1,cross_0337,674.0,False,False,road_01172,tertiary,4.3,True,0,4,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193958.147854 674304.883539),34.934126999507896,32.16191300063587
gen_0019,1802987271,bus_stop,אזור תעשיה סנטרל פארק 2000,gis_osm_transport_free_1,cross_0337,667.2,False,False,road_01172,tertiary,5.6,True,0,4,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193945.307502 674300.258315),34.933990999507905,32.16187100063588
gen_0151,1803095188,bus_stop,תרי עשר/גדעון,gis_osm_transport_free_1,cross_0293,591.1,False,False,road_00614,tertiary,1.5,True,0,0,95.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearest_crossing_detail_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194266.471689 677633.660419),34.93730799951,32.19193800063293
gen_0150,1803095183,bus_stop,תרי עשר/אלישע,gis_osm_transport_free_1,cross_0293,590.0,False,False,road_00614,tertiary,5.5,True,0,0,95.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearest_crossing_detail_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194497.242189 677566.554299),34.939756999509875,32.19133800063315
gen_0112,1803049524,bus_stop,מרכז גלר/לוי אשכול,gis_osm_transport_free_1,cross_0207,571.8,False,False,road_01622,tertiary,0.1,True,0,0,92.6,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194542.37015 676551.443238),34.94026199950918,32.182185000634135
gen_0113,1803049529,bus_stop,מרכז גלר/לוי אשכול,gis_osm_transport_free_1,cross_0207,533.6,False,False,road_00033,tertiary,4.2,True,0,0,92.6,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194485.077368 676570.324915),34.939653999509225,32.18235400063406
gen_0224,1194230758,park,,gis_osm_landuse_a_free_1,cross_0293,505.4,False,False,road_00614,tertiary,34.5,True,0,0,95.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearest_crossing_detail_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194480.878318 677478.773275),34.93958575900434,32.190546052138316
gen_0223,1194230278,park,,gis_osm_landuse_a_free_1,cross_0293,486.7,False,False,road_00614,tertiary,123.3,True,0,0,95.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearest_crossing_detail_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194327.88797 677519.442421),34.93796230060356,32.19090938795852
gen_0144,1803093574,bus_stop,תחנת רכבת נורדאו,gis_osm_transport_free_1,cross_0012,486.6,False,False,road_01688,tertiary,23.3,True,0,4,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearest_crossing_detail_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192385.964363 674940.929045),34.917441999508895,32.16761200063425
gen_0370,185955241,school,"בי""ס אוסישקין",gis_osm_pois_a_free_1,cross_0339,458.7,False,False,road_00764,tertiary,56.3,True,0,0,148.6,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191455.530957 675248.471953),34.90756869772421,32.170362583473995
gen_0096,1803036990,bus_stop,בי״ס הדמוקרטי/תרי עשר,gis_osm_transport_free_1,cross_0293,451.8,False,False,road_00614,tertiary,2.8,True,0,0,95.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearest_crossing_detail_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194131.163923 677486.510023),34.935876999509944,32.190608000632984
gen_0327,1069654196,playground,,gis_osm_pois_a_free_1,cross_0339,448.7,False,False,road_00629,tertiary,17.9,True,0,0,148.6,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191440.671348 675337.228983),34.9074085566923,32.17116260071129
gen_0291,400025365,park,,gis_osm_landuse_a_free_1,cross_0207,412.6,False,False,road_00033,tertiary,106.8,True,0,0,92.6,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194362.991361 676530.701313),34.93836049036699,32.18199396928105
gen_0123,1803064319,bus_stop,נחליאלי/עפרוני,gis_osm_transport_free_1,cross_0024,412.2,False,False,road_00280,tertiary,123.1,True,0,4,10.9,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193545.572716 677083.452245),34.9296779995099,32.186960000632986
gen_0032,1802998071,bus_stop,בית ספר רמז/דרך אלי הורוביץ,gis_osm_transport_free_1,cross_0207,398.9,False,False,road_00676,tertiary,1.4,True,0,0,92.6,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194446.774543 676258.589478),34.939255999509,32.17954200063435
gen_0108,1803046457,bus_stop,ישעיהו/בת יפתח,gis_osm_transport_free_1,cross_0293,389.8,False,False,road_00839,tertiary,137.0,True,0,0,95.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearest_crossing_detail_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194293.212496 677427.555379),34.93759699950985,32.190080000633145
gen_0298,448311963,park,,gis_osm_landuse_a_free_1,cross_0294,352.7,False,False,road_00625,tertiary,108.7,True,0,0,163.6,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearest_crossing_detail_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192853.102011 676191.872442),34.92235976086966,32.178903816894206
gen_0038,1803000312,bus_stop,מרכז דוד/בן יהודה,gis_osm_transport_free_1,cross_0292,351.9,False,False,road_00675,tertiary,2.7,True,0,0,88.2,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearest_crossing_detail_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194305.639763 676696.631174),34.93774799950936,32.18348900063384
gen_0072,1803035187,bus_stop,התע״ש/גלגלי הפלדה,gis_osm_transport_free_1,cross_0225,334.0,False,False,road_00037,tertiary,10.6,True,0,6,7.1,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193209.340608 675645.484643),34.92615199950907,32.17398500063414
gen_0021,1802987276,bus_stop,אזור תעשיה סנטרל פארק 2000/עתיר ידע,gis_osm_transport_free_1,cross_0337,332.6,False,False,road_01172,tertiary,4.5,True,0,4,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193633.311856 674466.165526),34.930678999508125,32.163360000635535
gen_0020,1802987273,bus_stop,אזור תעשיה סנטרל פארק 2000/עתיר ידע,gis_osm_transport_free_1,cross_0337,328.9,False,False,road_01172,tertiary,5.6,True,0,4,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193638.710196 674474.690505),34.93073599950814,32.16343700063551
gen_0064,1803026473,bus_stop,מרכז דוד/הנביאים,gis_osm_transport_free_1,cross_0292,328.0,False,False,road_00606,tertiary,4.0,True,0,0,88.2,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearest_crossing_detail_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194376.313648 676750.239132),34.93849599950938,32.183974000633846
gen_0138,1803084179,bus_stop,רמז/מרכז הנוער,gis_osm_transport_free_1,cross_0034,325.9,False,False,road_02029,tertiary,19.8,True,0,3,6.9,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190451.587088 677582.195709),34.896853999511315,32.19138200063052
gen_0076,1803035194,bus_stop,התע״ש/יוחנן הסנדלר,gis_osm_transport_free_1,cross_0294,318.3,False,False,road_00037,tertiary,3.1,True,0,0,163.6,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearest_crossing_detail_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193259.225117 675788.185343),34.926676999509134,32.17527300063403
gen_0005,12172543603,bus_stop,בן גוריון/רוטשילד,gis_osm_transport_free_1,cross_0252,303.0,False,False,road_00628,tertiary,30.5,True,0,2,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191428.431833 675500.873806),34.9072739995096,32.172638000633135
gen_0065,1803027002,bus_stop,מרכז דוד/הנביאים,gis_osm_transport_free_1,cross_0292,302.9,False,False,road_00606,tertiary,4.7,True,0,0,88.2,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearest_crossing_detail_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194364.580301 676772.44666),34.9383709995094,32.18417400063381
gen_0278,235260417,park,,gis_osm_landuse_a_free_1,cross_0293,286.5,False,False,road_00608,tertiary,45.0,True,0,0,95.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearest_crossing_detail_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (194188.735977 677328.612362),34.93649169504273,32.18918541758243
gen_0299,559524640,park,Trumpeldor Garden,gis_osm_landuse_a_free_1,cross_0339,276.9,False,False,road_00629,tertiary,137.7,True,0,0,148.6,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191270.788289 675311.448489),34.905608173147044,32.170925878274915
gen_0071,1803035186,bus_stop,התע״ש/גלגלי הפלדה,gis_osm_transport_free_1,cross_0310,276.2,False,False,road_00037,tertiary,2.3,True,0,6,6.7,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193175.547801 675598.442765),34.92579499950905,32.17356000063417
gen_0359,893689887,playground,,gis_osm_pois_a_free_1,cross_0023,269.7,False,False,road_01283,secondary,90.4,True,0,5,6.2,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193133.356204 676555.636876),34.92532133592413,32.18219073702838
gen_0235,130176796,park,,gis_osm_landuse_a_free_1,cross_0252,269.0,False,False,road_00658,tertiary,80.1,True,0,2,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191401.106058 675553.473713),34.906982738687006,32.173111651467856
gen_0121,1803063581,bus_stop,נורדאו/רופין,gis_osm_transport_free_1,cross_0236,265.6,False,False,road_01797,tertiary,5.7,True,0,6,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192501.080306 675240.80876),34.91865399950905,32.170319000634066
gen_0077,1803035196,bus_stop,התע״ש/יוחנן הסנדלר,gis_osm_transport_free_1,cross_0294,261.1,False,False,road_02557,tertiary,3.0,True,0,0,163.6,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearest_crossing_detail_tags_missing"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (193294.397912 675858.733166),34.92704799950918,32.17591000063399
gen_0048,1803006717,bus_stop,דוד רמז/ויתקין,gis_osm_transport_free_1,cross_0081,259.7,False,False,road_00340,tertiary,3.4,True,0,3,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190816.542332 677522.052629),34.900725999511145,32.19084900063083
gen_0196,2274198466,kindergarten,גן חלילית,gis_osm_pois_free_1,cross_0034,258.3,False,False,road_00762,secondary,78.9,True,0,3,6.9,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190380.589041 677371.502471),34.89610749951121,32.18948020063069
gen_0136,1803083025,bus_stop,רוטשילד/הכרמל,gis_osm_transport_free_1,cross_0044,253.3,False,False,road_00658,tertiary,9.2,True,0,2,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191610.665765 676055.057559),34.909189999509906,32.177640000632714
gen_0049,1803006721,bus_stop,דוד רמז/ויתקין,gis_osm_transport_free_1,cross_0081,251.8,False,False,road_00340,tertiary,5.6,True,0,3,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190729.594218 677553.903036),34.899802999511216,32.19113400063074
gen_0174,5668555509,bus_stop,דוד רמז/ויתקין,gis_osm_transport_free_1,cross_0081,249.9,False,False,road_00340,tertiary,7.9,True,0,3,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190796.931353 677523.216952),34.900517999511166,32.19085900063081
gen_0337,2504492814,playground,,gis_osm_pois_free_1,cross_0036,246.7,False,False,road_01400,tertiary,54.1,True,0,3,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190419.696657 677177.504998),34.896528099511066,32.18773180063091
gen_0322,886639227,park,,gis_osm_landuse_a_free_1,cross_0036,245.9,False,False,road_01400,tertiary,54.6,True,0,3,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190419.991131 677178.48553),34.896531192399216,32.18774065037151
gen_0126,1803065205,bus_stop,ד״ר משה סנה/אהוד מנור,gis_osm_transport_free_1,cross_0036,240.4,False,False,road_01400,tertiary,0.1,True,0,3,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190456.255948 677137.279311),34.89691699951102,32.18737000063098
gen_0227,124518872,park,,gis_osm_landuse_a_free_1,cross_0235,236.2,False,False,road_00092,tertiary,79.8,True,0,6,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192697.633004 675727.966467),34.92072426723105,32.17471675084109
gen_0026,1802993204,bus_stop,בי״ס בר לב/בן יהודה,gis_osm_transport_free_1,cross_0010,229.9,False,False,road_02080,secondary,2.5,True,2,3,9.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (192401.368962 676756.533106),34.91755399951009,32.183985000632575
gen_0231,129490164,park,גן גיבורי ישראל,gis_osm_landuse_a_free_1,cross_0044,223.6,False,False,road_00551,tertiary,107.8,True,0,2,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (191720.50633 675956.753843),34.91035748798627,32.17675623737263
gen_0209,4825137321,kindergarten,גן דינה,gis_osm_pois_free_1,cross_0006,220.6,False,False,road_01995,tertiary,76.7,True,0,3,0.0,0,0,0,60,"[""major_road_within_150m"", ""no_mapped_crossing_within_150m"", ""no_mapped_traffic_calming_within_100m_weak_indicator""]","[""pilot_boundary_osm_geofabrik_not_official"", ""nearby_sidewalk_tags_missing"", ""nearby_lit_tags_missing"", ""nearby_major_road_maxspeed_missing""]",This location has infrastructure risk indicators and should be reviewed on-site.,POINT (190790.531539 676392.902868),34.900483999510406,32.18066600063188
