source_dataset_id,source_file_name,source_layer,osm_id,code,fclass,population,name,name_search,bbox_min_lon,bbox_min_lat,bbox_max_lon,bbox_max_lat,pbf_enriched_workspace_id,route_aware_workspace_id,source_gis_modified
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,24515974,1010,suburb,0,קיסריה,קיסריה  24515974,34.9039940,32.5035946,34.9094864,32.5098187,safe_access_pilot_24515974_pbf_enriched_v001,safe_access_pilot_24515974_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,24559195,1010,suburb,0,שכונת החורש,שכונת החורש  24559195,34.8989157,32.5079364,34.9043362,32.5120336,safe_access_pilot_24559195_pbf_enriched_v001,safe_access_pilot_24559195_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,24564789,1010,suburb,0,שכונת צמרות,שכונת צמרות  24564789,34.9007026,32.5113663,34.9054583,32.5150572,safe_access_pilot_24564789_pbf_enriched_v001,safe_access_pilot_24564789_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,25650651,1002,town,0,קרית גת,קרית גת  25650651,34.7501826,31.5759158,34.7951921,31.6385167,safe_access_pilot_25650651_pbf_enriched_v001,safe_access_pilot_25650651_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,25662403,1002,town,53958,עפולה,עפולה  25662403,35.2753548,32.5970759,35.3024076,32.6227474,safe_access_pilot_25662403_pbf_enriched_v001,safe_access_pilot_25662403_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,25690306,1003,village,0,שובל,שובל  25690306,34.7361875,31.4080513,34.7486676,31.4189912,safe_access_pilot_25690306_pbf_enriched_v001,safe_access_pilot_25690306_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,26757008,1003,village,5500,בית אריה,בית אריה  26757008,35.0435725,32.0290945,35.0622357,32.0456830,safe_access_pilot_26757008_pbf_enriched_v001,safe_access_pilot_26757008_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,28826017,1002,town,47033,אלעד,אלעד  28826017,34.9439827,32.0449793,34.9686179,32.0580406,safe_access_pilot_28826017_pbf_enriched_v001,safe_access_pilot_28826017_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,30043468,1003,village,0,נירים,נירים  30043468,34.3900308,31.3300776,34.4020626,31.3396200,safe_access_pilot_30043468_pbf_enriched_v001,safe_access_pilot_30043468_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,30043472,1003,village,0,עין השלושה,עין השלושה  30043472,34.3978845,31.3468421,34.4076981,31.3551597,safe_access_pilot_30043472_pbf_enriched_v001,safe_access_pilot_30043472_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,30062718,1003,village,194,כרם שלום,כרם שלום  30062718,34.2818861,31.2250167,34.2860566,31.2299856,safe_access_pilot_30062718_pbf_enriched_v001,safe_access_pilot_30062718_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,30678665,1003,village,0,יקום,יקום  30678665,34.8384145,32.2432044,34.8462931,32.2529939,safe_access_pilot_30678665_pbf_enriched_v001,safe_access_pilot_30678665_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,31959057,1003,village,0,עין שריד,עין שריד  31959057,34.9312299,32.2712675,34.9406185,32.2760218,safe_access_pilot_31959057_pbf_enriched_v001,safe_access_pilot_31959057_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,31979029,1003,village,0,שפיים,שפיים  31979029,34.8181562,32.2123678,34.8287560,32.2212870,safe_access_pilot_31979029_pbf_enriched_v001,safe_access_pilot_31979029_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,31979041,1003,village,0,געש,געש  31979041,34.8205666,32.2252506,34.8281475,32.2323869,safe_access_pilot_31979041_pbf_enriched_v001,safe_access_pilot_31979041_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,31980753,1003,village,0,נוה איתמר,נוה איתמר  31980753,34.8709183,32.3249930,34.8785055,32.3281679,safe_access_pilot_31980753_pbf_enriched_v001,safe_access_pilot_31980753_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,32498047,1003,village,0,שושנת העמקים,שושנת העמקים  32498047,34.8555694,32.3528101,34.8578782,32.3557306,safe_access_pilot_32498047_pbf_enriched_v001,safe_access_pilot_32498047_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,34888958,1002,town,0,גן יבנה,גן יבנה  34888958,34.6862603,31.7757485,34.7245605,31.7999921,safe_access_pilot_34888958_pbf_enriched_v001,safe_access_pilot_34888958_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,35509287,1030,farm,0,ניבה,ניבה  35509287,34.6476787,31.5952819,34.6542817,31.5986311,safe_access_pilot_35509287_pbf_enriched_v001,safe_access_pilot_35509287_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,37177506,1010,suburb,0,Al-Zahra',Al-Zahra'  37177506,35.2861127,32.4624164,35.2920964,32.4685000,safe_access_al-zahra_37177506_pbf_enriched_v001,safe_access_al-zahra_37177506_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,37177507,1010,suburb,0,الطباخ,الطباخ  37177507,35.2823978,32.4635328,35.2889031,32.4734175,safe_access_pilot_37177507_pbf_enriched_v001,safe_access_pilot_37177507_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,37177508,1010,suburb,0,وادي برقين,وادي برقين  37177508,35.2745554,32.4637360,35.2849184,32.4732194,safe_access_pilot_37177508_pbf_enriched_v001,safe_access_pilot_37177508_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,37177529,1010,suburb,0,Al-Marah,Al-Marah  37177529,35.2999275,32.4533071,35.3017624,32.4592601,safe_access_al-marah_37177529_pbf_enriched_v001,safe_access_al-marah_37177529_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,37177530,1010,suburb,0,Marah Saa'd,Marah Saa'd  37177530,35.3010733,32.4498253,35.3069566,32.4593992,safe_access_marah-saa-d_37177530_pbf_enriched_v001,safe_access_marah-saa-d_37177530_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,37177531,1010,suburb,0,Al-Hawakir,Al-Hawakir  37177531,35.3037088,32.4496854,35.3121964,32.4618780,safe_access_al-hawakir_37177531_pbf_enriched_v001,safe_access_al-hawakir_37177531_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,37177533,1010,suburb,0,الإسكان الشرقي,الإسكان الشرقي  37177533,35.3076630,32.4587022,35.3183787,32.4640043,safe_access_pilot_37177533_pbf_enriched_v001,safe_access_pilot_37177533_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,37177535,1010,suburb,0,السدرة,السدرة  37177535,35.3092534,32.4638524,35.3285468,32.4739028,safe_access_pilot_37177535_pbf_enriched_v001,safe_access_pilot_37177535_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,38283881,1002,town,48723,נס ציונה,נס ציונה  38283881,34.7732426,31.9044800,34.8146178,31.9419377,safe_access_pilot_38283881_pbf_enriched_v001,safe_access_pilot_38283881_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,38918700,1003,village,0,בארי,בארי  38918700,34.4858698,31.4199317,34.4960529,31.4284144,safe_access_pilot_38918700_pbf_enriched_v001,safe_access_pilot_38918700_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,41317064,1004,hamlet,0,Al Nada,Al Nada  41317064,34.2292248,31.3284825,34.2307320,31.3293772,safe_access_al-nada_41317064_pbf_enriched_v001,safe_access_al-nada_41317064_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,41319014,1003,village,0,Sudia Village,Sudia Village  41319014,34.2329577,31.3167983,34.2362099,31.3200123,safe_access_sudia-village_41319014_pbf_enriched_v001,safe_access_sudia-village_41319014_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,43962646,1003,village,0,גיבתון,גיבתון  43962646,34.7966479,31.8859622,34.8040058,31.8916688,safe_access_pilot_43962646_pbf_enriched_v001,safe_access_pilot_43962646_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,45782327,1002,town,48193,יבנה,יבנה  45782327,34.7193863,31.8558570,34.7534898,31.9018217,safe_access_pilot_45782327_pbf_enriched_v001,safe_access_pilot_45782327_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,50779828,1003,village,0,צובה,צובה  50779828,35.1164448,31.7806810,35.1224872,31.7850933,safe_access_pilot_50779828_pbf_enriched_v001,safe_access_pilot_50779828_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,53796999,1002,town,109091,כפר סבא,כפר סבא kfar saba kefar sava 53796999,34.8850655,32.1596031,34.9439559,32.2009609,safe_access_kfar_saba_pbf_enriched_v001,safe_access_kfar_saba_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,54149082,1003,village,0,נווה ים,נווה ים  54149082,34.9283536,32.6751229,34.9351241,32.6823264,safe_access_pilot_54149082_pbf_enriched_v001,safe_access_pilot_54149082_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,55264850,1003,village,0,עלומים,עלומים  55264850,34.5111017,31.4511395,34.5177370,31.4553371,safe_access_pilot_55264850_pbf_enriched_v001,safe_access_pilot_55264850_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,56238713,1003,village,0,איבים,איבים  56238713,34.6080884,31.5310928,34.6124660,31.5349876,safe_access_pilot_56238713_pbf_enriched_v001,safe_access_pilot_56238713_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,58533605,1003,village,0,كسيفة,كسيفة  58533605,35.0785488,31.2368310,35.1049040,31.2536625,safe_access_pilot_58533605_pbf_enriched_v001,safe_access_pilot_58533605_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,58533822,1003,village,0,عرعرة النقب,عرعرة النقب  58533822,35.0003002,31.1409803,35.0460308,31.1676360,safe_access_pilot_58533822_pbf_enriched_v001,safe_access_pilot_58533822_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,60130883,1003,village,0,פארן,פארן  60130883,35.1482923,30.3570465,35.1623293,30.3680851,safe_access_pilot_60130883_pbf_enriched_v001,safe_access_pilot_60130883_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,60134938,1003,village,0,ספיר,ספיר  60134938,35.1806149,30.6104762,35.1880052,30.6168042,safe_access_pilot_60134938_pbf_enriched_v001,safe_access_pilot_60134938_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,60199776,1003,village,0,עין יהב,עין יהב  60199776,35.2302838,30.6532715,35.2433052,30.6636811,safe_access_pilot_60199776_pbf_enriched_v001,safe_access_pilot_60199776_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,60206111,1003,village,0,לוטן,לוטן  60206111,35.0839367,29.9840440,35.0911710,29.9906951,safe_access_pilot_60206111_pbf_enriched_v001,safe_access_pilot_60206111_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,60206114,1003,village,0,נאות סמדר,נאות סמדר  60206114,35.0232682,30.0462804,35.0317299,30.0527609,safe_access_pilot_60206114_pbf_enriched_v001,safe_access_pilot_60206114_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,60256743,1003,village,0,חצבה,חצבה  60256743,35.2755042,30.7618233,35.2855262,30.7791015,safe_access_pilot_60256743_pbf_enriched_v001,safe_access_pilot_60256743_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,60263090,1003,village,0,עידן,עידן  60263090,35.2941295,30.8016117,35.3055785,30.8110951,safe_access_pilot_60263090_pbf_enriched_v001,safe_access_pilot_60263090_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,60356145,1003,village,16998,دالية الكرمل,دالية الكرمل  60356145,35.0285554,32.6811395,35.0748557,32.7116221,safe_access_pilot_60356145_pbf_enriched_v001,safe_access_pilot_60356145_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,60363615,1002,town,106022,הרצליה,הרצליה herzliya 60363615,34.7915500,32.1440235,34.8646255,32.1964804,safe_access_herzliya_60363615_pbf_enriched_v001,safe_access_herzliya_60363615_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,61589299,1002,town,0,גדרה,גדרה  61589299,34.7656770,31.7977190,34.7930743,31.8248560,safe_access_pilot_61589299_pbf_enriched_v001,safe_access_pilot_61589299_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,61899868,1003,village,0,קרית עקרון,קרית עקרון  61899868,34.8159906,31.8532191,34.8304904,31.8694009,safe_access_pilot_61899868_pbf_enriched_v001,safe_access_pilot_61899868_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,62081132,1002,town,54688,ראש העין,ראש העין  62081132,34.9355790,32.0742148,34.9913062,32.1148180,safe_access_pilot_62081132_pbf_enriched_v001,safe_access_pilot_62081132_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,63345612,1003,village,0,אלעזר,אלעזר  63345612,35.1331610,31.6570256,35.1463093,31.6684197,safe_access_pilot_63345612_pbf_enriched_v001,safe_access_pilot_63345612_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,63357730,1003,village,0,נווה דניאל,נווה דניאל  63357730,35.1401193,31.6748397,35.1473170,31.6839780,safe_access_pilot_63357730_pbf_enriched_v001,safe_access_pilot_63357730_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,63530098,1003,village,0,אלון שבות,אלון שבות  63530098,35.1217123,31.6500697,35.1291410,31.6593779,safe_access_pilot_63530098_pbf_enriched_v001,safe_access_pilot_63530098_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,63530120,1003,village,0,ראש צורים,ראש צורים  63530120,35.1232052,31.6661744,35.1286179,31.6714252,safe_access_pilot_63530120_pbf_enriched_v001,safe_access_pilot_63530120_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,65014576,1003,village,0,בת חפר,בת חפר  65014576,35.0095072,32.3252121,35.0163077,32.3412148,safe_access_pilot_65014576_pbf_enriched_v001,safe_access_pilot_65014576_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,68706852,1003,village,0,עין שמר,עין שמר  68706852,35.0022813,32.4594714,35.0141477,32.4682936,safe_access_pilot_68706852_pbf_enriched_v001,safe_access_pilot_68706852_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,68706853,1003,village,0,גן השומרון,גן השומרון  68706853,34.9928727,32.4575206,35.0036775,32.4685394,safe_access_pilot_68706853_pbf_enriched_v001,safe_access_pilot_68706853_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,69358409,1003,village,0,כפר קאסם,כפר קאסם  69358409,34.9600326,32.1048865,34.9932139,32.1252561,safe_access_pilot_69358409_pbf_enriched_v001,safe_access_pilot_69358409_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,69358412,1003,village,3678,כפר ברא,כפר ברא  69358412,34.9643445,32.1285343,34.9772025,32.1340633,safe_access_pilot_69358412_pbf_enriched_v001,safe_access_pilot_69358412_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,70812848,1002,town,0,נשר,נשר  70812848,35.0267278,32.7586337,35.0568798,32.7850657,safe_access_pilot_70812848_pbf_enriched_v001,safe_access_pilot_70812848_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,71267983,1003,village,60,נווה זוהר,נווה זוהר  71267983,35.3627454,31.1506428,35.3664385,31.1549588,safe_access_pilot_71267983_pbf_enriched_v001,safe_access_pilot_71267983_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,71320285,1004,hamlet,0,גבעת וולפסון,גבעת וולפסון  71320285,35.0148010,32.7199924,35.0175976,32.7213404,safe_access_pilot_71320285_pbf_enriched_v001,safe_access_pilot_71320285_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,72249046,1003,village,0,ישרש,ישרש  72249046,34.8361474,31.9119306,34.8576035,31.9190540,safe_access_pilot_72249046_pbf_enriched_v001,safe_access_pilot_72249046_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,74194134,1003,village,0,סער,סער  74194134,35.1050074,33.0258563,35.1150607,33.0332155,safe_access_pilot_74194134_pbf_enriched_v001,safe_access_pilot_74194134_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,74200088,1003,village,0,גשר הזיו,גשר הזיו  74200088,35.1069190,33.0338768,35.1156005,33.0452314,safe_access_pilot_74200088_pbf_enriched_v001,safe_access_pilot_74200088_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,74284019,1003,village,0,עברון,עברון  74284019,35.0965487,32.9875155,35.1065865,32.9951356,safe_access_pilot_74284019_pbf_enriched_v001,safe_access_pilot_74284019_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,78144647,1003,village,0,חמרה,חמרה  78144647,35.4346453,32.1974904,35.4408340,32.2026083,safe_access_pilot_78144647_pbf_enriched_v001,safe_access_pilot_78144647_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,78495348,1003,village,2500,הר ברכה,הר ברכה  78495348,35.2613284,32.1896243,35.2683774,32.1969627,safe_access_pilot_78495348_pbf_enriched_v001,safe_access_pilot_78495348_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,78500529,1003,village,0,איתמר,איתמר  78500529,35.3056049,32.1693403,35.3110758,32.1767953,safe_access_pilot_78500529_pbf_enriched_v001,safe_access_pilot_78500529_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,79306534,1003,village,0,כפר גלים,כפר גלים  79306534,34.9555392,32.7631609,34.9619116,32.7699565,safe_access_pilot_79306534_pbf_enriched_v001,safe_access_pilot_79306534_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,79306537,1003,village,0,החותרים,החותרים  79306537,34.9526858,32.7487855,34.9625108,32.7551999,safe_access_pilot_79306537_pbf_enriched_v001,safe_access_pilot_79306537_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,79309903,1002,town,17759,אור עקיבא,אור עקיבא  79309903,34.9118541,32.4819053,34.9289623,32.5239869,safe_access_pilot_79309903_pbf_enriched_v001,safe_access_pilot_79309903_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,79315339,1003,village,0,נורדיה,נורדיה  79315339,34.8917040,32.3117430,34.9011586,32.3178233,safe_access_pilot_79315339_pbf_enriched_v001,safe_access_pilot_79315339_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,79315344,1003,village,0,גנות הדר,גנות הדר  79315344,34.8959119,32.3163618,34.9030973,32.3236414,safe_access_pilot_79315344_pbf_enriched_v001,safe_access_pilot_79315344_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,79317077,1003,village,0,בני דרור,בני דרור  79317077,34.8924500,32.2587250,34.9054548,32.2658972,safe_access_pilot_79317077_pbf_enriched_v001,safe_access_pilot_79317077_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,79317166,1003,village,0,תל יצחק,תל יצחק  79317166,34.8642753,32.2469917,34.8781293,32.2551891,safe_access_pilot_79317166_pbf_enriched_v001,safe_access_pilot_79317166_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,79317254,1003,village,0,משמרת,משמרת  79317254,34.9118064,32.2213788,34.9271185,32.2341236,safe_access_pilot_79317254_pbf_enriched_v001,safe_access_pilot_79317254_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,79317297,1003,village,0,גן חיים,גן חיים  79317297,34.8985360,32.1911411,34.9117615,32.1986592,safe_access_pilot_79317297_pbf_enriched_v001,safe_access_pilot_79317297_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,79322854,1003,village,0,חניאל,חניאל  79322854,34.9431944,32.3276935,34.9552455,32.3389450,safe_access_pilot_79322854_pbf_enriched_v001,safe_access_pilot_79322854_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,79322883,1003,village,0,בורגתה,בורגתה  79322883,34.9565897,32.3172288,34.9681370,32.3332642,safe_access_pilot_79322883_pbf_enriched_v001,safe_access_pilot_79322883_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,79322895,1003,village,0,עולש,עולש  79322895,34.9749709,32.3250915,34.9947671,32.3399398,safe_access_pilot_79322895_pbf_enriched_v001,safe_access_pilot_79322895_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,79675557,1003,village,0,כפר הס,כפר הס  79675557,34.9261717,32.2413219,34.9405061,32.2503261,safe_access_pilot_79675557_pbf_enriched_v001,safe_access_pilot_79675557_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,79685590,1003,village,0,משואה,משואה  79685590,35.4878977,32.1084293,35.4944073,32.1175243,safe_access_pilot_79685590_pbf_enriched_v001,safe_access_pilot_79685590_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,79686773,1003,village,0,הבונים,הבונים  79686773,34.9307929,32.6308267,34.9359341,32.6408461,safe_access_pilot_79686773_pbf_enriched_v001,safe_access_pilot_79686773_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,79687731,1003,village,0,מעגן מיכאל,מעגן מיכאל  79687731,34.9121456,32.5496263,34.9201548,32.5610896,safe_access_pilot_79687731_pbf_enriched_v001,safe_access_pilot_79687731_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,79885480,1003,village,0,יפית,יפית  79885480,35.4691546,32.0598917,35.4781664,32.0667782,safe_access_pilot_79885480_pbf_enriched_v001,safe_access_pilot_79885480_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,80185918,1003,village,0,פצאל,פצאל  80185918,35.4355407,32.0390609,35.4486094,32.0485381,safe_access_pilot_80185918_pbf_enriched_v001,safe_access_pilot_80185918_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,80186891,1003,village,0,תומר,תומר  80186891,35.4349840,32.0159958,35.4421525,32.0221310,safe_access_pilot_80186891_pbf_enriched_v001,safe_access_pilot_80186891_route_aware_v001,False
