source_dataset_id,source_file_name,source_layer,osm_id,code,fclass,population,name,name_search,bbox_min_lon,bbox_min_lat,bbox_max_lon,bbox_max_lat,pbf_enriched_workspace_id,route_aware_workspace_id,source_gis_modified
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,602728607,1003,village,10804,مجدل شمس,مجدل شمس  602728607,35.7586050,33.2575580,35.7778017,33.2783166,safe_access_pilot_602728607_pbf_enriched_v001,safe_access_pilot_602728607_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,602731111,1003,village,1988,عين قنية,عين قنية  602731111,35.7272899,33.2295987,35.7358886,33.2431847,safe_access_pilot_602731111_pbf_enriched_v001,safe_access_pilot_602731111_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,603129130,1002,town,0,قلنسوة,قلنسوة  603129130,34.9609429,32.2771731,34.9875591,32.2952624,safe_access_pilot_603129130_pbf_enriched_v001,safe_access_pilot_603129130_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,604402902,1002,town,0,טירה,טירה  604402902,34.9367750,32.2214497,34.9724457,32.2446245,safe_access_pilot_604402902_pbf_enriched_v001,safe_access_pilot_604402902_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,604726446,1002,town,0,ג'לג'וליה,ג'לג'וליה  604726446,34.9478337,32.1453147,34.9616324,32.1582489,safe_access_pilot_604726446_pbf_enriched_v001,safe_access_pilot_604726446_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,605385136,1003,village,0,תימורים,תימורים  605385136,34.7539988,31.7130377,34.7630797,31.7176429,safe_access_pilot_605385136_pbf_enriched_v001,safe_access_pilot_605385136_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,605927545,1002,town,0,حورة,حورة  605927545,34.9162014,31.2860745,34.9535007,31.3110825,safe_access_pilot_605927545_pbf_enriched_v001,safe_access_pilot_605927545_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,609300093,1003,village,0,טל-אל,טל-אל  609300093,35.1710848,32.9209495,35.1861346,32.9311694,safe_access_pilot_609300093_pbf_enriched_v001,safe_access_pilot_609300093_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,609305475,1003,village,0,בוסתן הגליל,בוסתן הגליל  609305475,35.0773118,32.9453782,35.0889520,32.9572116,safe_access_pilot_609305475_pbf_enriched_v001,safe_access_pilot_609305475_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,609970189,1003,village,0,دير حنا,دير حنا  609970189,35.3520152,32.8579147,35.3807124,32.8676755,safe_access_pilot_609970189_pbf_enriched_v001,safe_access_pilot_609970189_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,609972028,1002,town,0,عرابة,عرابة  609972028,35.3237914,32.8406308,35.3493086,32.8617088,safe_access_pilot_609972028_pbf_enriched_v001,safe_access_pilot_609972028_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,610025764,1003,village,0,المغار,المغار  610025764,35.3926003,32.8731281,35.4349250,32.8985210,safe_access_pilot_610025764_pbf_enriched_v001,safe_access_pilot_610025764_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,610027889,1003,village,0,ליבנים,ליבנים  610027889,35.4913258,32.8617369,35.4997683,32.8661482,safe_access_pilot_610027889_pbf_enriched_v001,safe_access_pilot_610027889_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,610265842,1003,village,0,سلامة‎,سلامة‎  610265842,35.3643890,32.8875426,35.3764723,32.8966591,safe_access_pilot_610265842_pbf_enriched_v001,safe_access_pilot_610265842_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,610269842,1003,village,0,عيلبون,عيلبون  610269842,35.3961671,32.8288486,35.4128136,32.8454814,safe_access_pilot_610269842_pbf_enriched_v001,safe_access_pilot_610269842_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,610271979,1003,village,0,כלנית,כלנית  610271979,35.4508932,32.8718098,35.4591416,32.8770387,safe_access_pilot_610271979_pbf_enriched_v001,safe_access_pilot_610271979_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,610277984,1002,town,0,שפרעם,שפרעם  610277984,35.1498733,32.7904424,35.1954054,32.8222666,safe_access_pilot_610277984_pbf_enriched_v001,safe_access_pilot_610277984_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,610600186,1003,village,0,יפיע,יפיע  610600186,35.2641653,32.6718632,35.2832187,32.6966108,safe_access_pilot_610600186_pbf_enriched_v001,safe_access_pilot_610600186_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,610603457,1003,village,0,איכסל,איכסל  610603457,35.3163960,32.6750235,35.3352412,32.6893848,safe_access_pilot_610603457_pbf_enriched_v001,safe_access_pilot_610603457_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,610612251,1002,town,50268,נוף הגליל,נוף הגליל  610612251,35.3027423,32.6866113,35.3570047,32.7332568,safe_access_pilot_610612251_pbf_enriched_v001,safe_access_pilot_610612251_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,610614229,1002,town,0,עין מאהל,עין מאהל  610614229,35.3458107,32.7142738,35.3596117,32.7284704,safe_access_pilot_610614229_pbf_enriched_v001,safe_access_pilot_610614229_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,610617017,1002,town,0,כפר כנא,כפר כנא  610617017,35.3304439,32.7341743,35.3581097,32.7557594,safe_access_pilot_610617017_pbf_enriched_v001,safe_access_pilot_610617017_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,610619805,1003,village,0,ריינה,ריינה  610619805,35.2952608,32.7118422,35.3260728,32.7307443,safe_access_pilot_610619805_pbf_enriched_v001,safe_access_pilot_610619805_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,610621603,1002,town,0,משהד,משהד  610621603,35.3144610,32.7304478,35.3337048,32.7504503,safe_access_pilot_610621603_pbf_enriched_v001,safe_access_pilot_610621603_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,16390731,1002,town,32548,سخنين,سخنين  16390731,35.2821116,32.8549731,35.3183569,32.8741663,safe_access_pilot_16390731_pbf_enriched_v001,safe_access_pilot_16390731_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,610903176,1003,village,0,בית לחם הגלילית,בית לחם הגלילית  610903176,35.1824115,32.7301519,35.2017566,32.7399241,safe_access_pilot_610903176_pbf_enriched_v001,safe_access_pilot_610903176_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,610907341,1003,village,0,אלוני אבא,אלוני אבא  610907341,35.1660897,32.7255376,35.1755525,32.7331882,safe_access_pilot_610907341_pbf_enriched_v001,safe_access_pilot_610907341_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,611889457,1003,village,0,שמשית,שמשית  611889457,35.2414676,32.7293878,35.2521275,32.7367738,safe_access_pilot_611889457_pbf_enriched_v001,safe_access_pilot_611889457_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,611889731,1003,village,0,גבעת אלה,גבעת אלה  611889731,35.2376612,32.7165726,35.2508961,32.7257090,safe_access_pilot_611889731_pbf_enriched_v001,safe_access_pilot_611889731_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,611889993,1003,village,0,גבעת אבני,גבעת אבני  611889993,35.4337891,32.7698495,35.4427279,32.7794403,safe_access_pilot_611889993_pbf_enriched_v001,safe_access_pilot_611889993_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,611890541,1003,village,0,כמון,כמון  611890541,35.3570159,32.9062787,35.3628921,32.9167981,safe_access_pilot_611890541_pbf_enriched_v001,safe_access_pilot_611890541_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,611890542,1003,village,0,כמאנה מזרחית,כמאנה מזרחית  611890542,35.3484084,32.9056803,35.3581410,32.9146138,safe_access_pilot_611890542_pbf_enriched_v001,safe_access_pilot_611890542_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,611987391,1050,locality,0,Gat,Gat  611987391,34.8478013,31.6989383,34.8525434,31.7040318,safe_access_gat_611987391_pbf_enriched_v001,safe_access_gat_611987391_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,612000771,1003,village,0,شبتين,شبتين  612000771,35.0461453,31.9700296,35.0532292,31.9768514,safe_access_pilot_612000771_pbf_enriched_v001,safe_access_pilot_612000771_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,612000772,1003,village,0,قبيا,قبيا  612000772,34.9972916,31.9694023,35.0224964,31.9821073,safe_access_pilot_612000772_pbf_enriched_v001,safe_access_pilot_612000772_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,612000773,1003,village,0,بٌدرُس,بٌدرُس  612000773,34.9889123,31.9642142,35.0037289,31.9723330,safe_access_pilot_612000773_pbf_enriched_v001,safe_access_pilot_612000773_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,612043018,1050,locality,0,Gat city apron,Gat city apron  612043018,34.8468344,31.7058722,34.8476511,31.7064369,safe_access_gat-city-apron_612043018_pbf_enriched_v001,safe_access_gat-city-apron_612043018_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,612069157,1003,village,0,بيت جن,بيت جن  612069157,35.3600635,32.9513445,35.3926175,32.9793927,safe_access_pilot_612069157_pbf_enriched_v001,safe_access_pilot_612069157_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,612073289,1003,village,0,כפר ורדים,כפר ורדים  612073289,35.2517319,32.9890731,35.2832762,33.0027335,safe_access_pilot_612073289_pbf_enriched_v001,safe_access_pilot_612073289_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,612078695,1003,village,0,שבי ציון,שבי ציון  612078695,35.0787881,32.9732628,35.0892520,32.9866476,safe_access_pilot_612078695_pbf_enriched_v001,safe_access_pilot_612078695_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,612277675,1004,hamlet,0,A'raa'ra Bedouins,A'raa'ra Bedouins  612277675,35.2614135,31.8504099,35.2653989,31.8541037,safe_access_a-raa-ra-bedouins_612277675_pbf_enriched_v001,safe_access_a-raa-ra-bedouins_612277675_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,8488389,1002,town,12604,أبو ديس,أبو ديس  8488389,35.2518604,31.7525777,35.2740103,31.7675942,safe_access_pilot_8488389_pbf_enriched_v001,safe_access_pilot_8488389_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,612359438,1003,village,0,كفر مندا,كفر مندا  612359438,35.2469687,32.8005368,35.2738207,32.8177234,safe_access_pilot_612359438_pbf_enriched_v001,safe_access_pilot_612359438_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,8488590,1002,town,0,أريحا,أريحا  8488590,35.4306538,31.8452831,35.4911158,31.8836136,safe_access_pilot_8488590_pbf_enriched_v001,safe_access_pilot_8488590_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,612365629,1003,village,0,البعينة,البعينة  612365629,35.3555466,32.8006417,35.3831067,32.8146141,safe_access_pilot_612365629_pbf_enriched_v001,safe_access_pilot_612365629_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,612372887,1003,village,0,طرعان,طرعان  612372887,35.3621309,32.7705188,35.3878385,32.7827901,safe_access_pilot_612372887_pbf_enriched_v001,safe_access_pilot_612372887_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,612380769,1003,village,0,فسوطة,فسوطة  612380769,35.3025858,33.0426558,35.3169326,33.0519511,safe_access_pilot_612380769_pbf_enriched_v001,safe_access_pilot_612380769_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,19428147,1003,village,0,מצפה אביב,מצפה אביב  19428147,35.1948133,32.8294441,35.2088758,32.8406693,safe_access_pilot_19428147_pbf_enriched_v001,safe_access_pilot_19428147_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,612743885,1002,town,0,טמרה,טמרה  612743885,35.1724347,32.8431757,35.2146234,32.8664292,safe_access_pilot_612743885_pbf_enriched_v001,safe_access_pilot_612743885_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,612786635,1003,village,0,פקיעין החדשה,פקיעין החדשה  612786635,35.3195256,32.9794081,35.3269348,32.9884974,safe_access_pilot_612786635_pbf_enriched_v001,safe_access_pilot_612786635_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,612786637,1003,village,0,البقيعة,البقيعة  612786637,35.3277373,32.9708176,35.3407511,32.9843535,safe_access_pilot_612786637_pbf_enriched_v001,safe_access_pilot_612786637_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,612787206,1003,village,0,كفر سميع,كفر سميع  612787206,35.3011325,32.9757605,35.3136895,32.9862474,safe_access_pilot_612787206_pbf_enriched_v001,safe_access_pilot_612787206_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,612787289,1003,village,0,אינתיצאר,אינתיצאר  612787289,35.3048447,32.9875996,35.3147549,32.9942068,safe_access_pilot_612787289_pbf_enriched_v001,safe_access_pilot_612787289_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,613779604,1003,village,0,العرامشة,العرامشة  613779604,35.2185679,33.0827332,35.2333737,33.0944849,safe_access_pilot_613779604_pbf_enriched_v001,safe_access_pilot_613779604_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,613780656,1003,village,0,النواقير,النواقير  613780656,35.2127400,33.0895506,35.2151856,33.0922108,safe_access_pilot_613780656_pbf_enriched_v001,safe_access_pilot_613780656_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,613783600,1003,village,0,מצפה הילה,מצפה הילה  613783600,35.2396277,33.0338879,35.2487601,33.0391734,safe_access_pilot_613783600_pbf_enriched_v001,safe_access_pilot_613783600_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,613786842,1003,village,0,معليا,معليا  613786842,35.2477790,33.0231919,35.2633943,33.0328882,safe_access_pilot_613786842_pbf_enriched_v001,safe_access_pilot_613786842_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,613790168,1003,village,0,מעונה,מעונה  613790168,35.2530946,33.0106543,35.2657181,33.0222051,safe_access_pilot_613790168_pbf_enriched_v001,safe_access_pilot_613790168_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,613793676,1003,village,0,حرفيش,حرفيش  613793676,35.3304310,33.0113056,35.3613078,33.0240073,safe_access_pilot_613793676_pbf_enriched_v001,safe_access_pilot_613793676_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,613796284,1003,village,0,الجش,الجش  613796284,35.4407070,33.0180610,35.4544375,33.0297770,safe_access_pilot_613796284_pbf_enriched_v001,safe_access_pilot_613796284_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,613797868,1003,village,0,عين الأسد,عين الأسد  613797868,35.3937439,32.9368239,35.4044920,32.9424920,safe_access_pilot_613797868_pbf_enriched_v001,safe_access_pilot_613797868_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,613803058,1003,village,0,يانوح,يانوح  613803058,35.2372678,32.9804733,35.2611473,32.9876585,safe_access_pilot_613803058_pbf_enriched_v001,safe_access_pilot_613803058_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,613806627,1003,village,0,ג׳ת,ג׳ת  613806627,35.2214441,32.9707676,35.2385309,32.9770537,safe_access_pilot_613806627_pbf_enriched_v001,safe_access_pilot_613806627_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,613808241,1003,village,0,الشيخ دنون‎,الشيخ دنون‎  613808241,35.1443708,32.9903716,35.1521229,32.9967781,safe_access_pilot_613808241_pbf_enriched_v001,safe_access_pilot_613808241_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,613811523,1003,village,0,حسينية,حسينية  613811523,35.3134035,32.8955939,35.3285440,32.9066409,safe_access_pilot_613811523_pbf_enriched_v001,safe_access_pilot_613811523_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,613826713,1003,village,0,חזון,חזון  613826713,35.3881907,32.9013947,35.3996620,32.9091186,safe_access_pilot_613826713_pbf_enriched_v001,safe_access_pilot_613826713_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,613835109,1003,village,0,كوكب أبو الهيجاء,كوكب أبو الهيجاء  613835109,35.2440639,32.8250660,35.2542434,32.8370091,safe_access_pilot_613835109_pbf_enriched_v001,safe_access_pilot_613835109_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614133976,1003,village,0,חוסן,חוסן  614133976,35.2896246,32.9941844,35.3027523,33.0029882,safe_access_pilot_614133976_pbf_enriched_v001,safe_access_pilot_614133976_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614163702,1003,village,0,جديدة-المكر,جديدة-المكر  614163702,35.1336938,32.9228377,35.1607685,32.9385420,safe_access_pilot_614163702_pbf_enriched_v001,safe_access_pilot_614163702_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614164928,1003,village,0,جولس,جولس  614164928,35.1738786,32.9344828,35.1928177,32.9512339,safe_access_pilot_614164928_pbf_enriched_v001,safe_access_pilot_614164928_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614167042,1003,village,0,ירכא,ירכא  614167042,35.1772051,32.9481940,35.2292705,32.9644132,safe_access_pilot_614167042_pbf_enriched_v001,safe_access_pilot_614167042_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614168322,1003,village,0,كفر ياسيف,كفر ياسيف  614168322,35.1536998,32.9464825,35.1759439,32.9601355,safe_access_pilot_614168322_pbf_enriched_v001,safe_access_pilot_614168322_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614168660,1003,village,0,أبو سنان,أبو سنان  614168660,35.1506877,32.9531492,35.1837116,32.9658314,safe_access_pilot_614168660_pbf_enriched_v001,safe_access_pilot_614168660_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614171409,1003,village,0,مجد الكروم,مجد الكروم  614171409,35.2371342,32.9165230,35.2706248,32.9275966,safe_access_pilot_614171409_pbf_enriched_v001,safe_access_pilot_614171409_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614173564,1003,village,0,البعنة,البعنة  614173564,35.2625508,32.9218101,35.2807099,32.9341307,safe_access_pilot_614173564_pbf_enriched_v001,safe_access_pilot_614173564_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614173565,1003,village,0,دير الأسد,دير الأسد  614173565,35.2563109,32.9299967,35.2792341,32.9429836,safe_access_pilot_614173565_pbf_enriched_v001,safe_access_pilot_614173565_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614177093,1003,village,0,ساجور,ساجور  614177093,35.3354098,32.9383790,35.3541386,32.9456415,safe_access_pilot_614177093_pbf_enriched_v001,safe_access_pilot_614177093_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614203627,1003,village,0,الرامة,الرامة  614203627,35.3567248,32.9319896,35.3779073,32.9441058,safe_access_pilot_614203627_pbf_enriched_v001,safe_access_pilot_614203627_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614206800,1003,village,0,عرب النعيم,عرب النعيم  614206800,35.2867416,32.8850737,35.2939269,32.8900074,safe_access_pilot_614206800_pbf_enriched_v001,safe_access_pilot_614206800_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614207214,1003,village,0,الريحانية,الريحانية  614207214,35.4825160,33.0456016,35.4914430,33.0532288,safe_access_pilot_614207214_pbf_enriched_v001,safe_access_pilot_614207214_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614207915,1003,village,6530,طوبا الزنغرية,طوبا الزنغرية  614207915,35.5739888,32.9563402,35.6019165,32.9761717,safe_access_pilot_614207915_pbf_enriched_v001,safe_access_pilot_614207915_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614211455,1003,village,0,حمام,حمام  614211455,35.4828632,32.8276051,35.4950880,32.8320000,safe_access_pilot_614211455_pbf_enriched_v001,safe_access_pilot_614211455_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614212188,1003,village,0,كفر كما,كفر كما  614212188,35.4343503,32.7151437,35.4472652,32.7271089,safe_access_pilot_614212188_pbf_enriched_v001,safe_access_pilot_614212188_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614214439,1003,village,0,دبورية,دبورية  614214439,35.3620708,32.6810040,35.3809106,32.6990716,safe_access_pilot_614214439_pbf_enriched_v001,safe_access_pilot_614214439_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614214760,1003,village,0,أم الغنم,أم الغنم  614214760,35.3869539,32.6740088,35.4038961,32.6788400,safe_access_pilot_614214760_pbf_enriched_v001,safe_access_pilot_614214760_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614215616,1003,village,0,الشبلي,الشبلي  614215616,35.3845541,32.6826039,35.4096135,32.6994091,safe_access_pilot_614215616_pbf_enriched_v001,safe_access_pilot_614215616_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614216533,1003,village,0,طمرة‎,طمرة‎  614216533,35.4004213,32.6311461,35.4082419,32.6369216,safe_access_pilot_614216533_pbf_enriched_v001,safe_access_pilot_614216533_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614216534,1003,village,0,كفر مصر,كفر مصر  614216534,35.4186155,32.6421654,35.4274303,32.6485750,safe_access_pilot_614216534_pbf_enriched_v001,safe_access_pilot_614216534_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614217133,1003,village,0,الناعورة,الناعورة  614217133,35.3855466,32.6100771,35.3968221,32.6178924,safe_access_pilot_614217133_pbf_enriched_v001,safe_access_pilot_614217133_route_aware_v001,False
israel-and-palestine-260521-free-shp-zip,israel-and-palestine-260521-free.shp.zip,gis_osm_places_a_free_1,614217402,1003,village,0,الطيبة الزعبية,الطيبة الزعبية  614217402,35.4414363,32.5985807,35.4506031,32.6082077,safe_access_pilot_614217402_pbf_enriched_v001,safe_access_pilot_614217402_route_aware_v001,False
